,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
1735,Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard Pro-Assad.Hanibal911You're a bastard P,0,0,1,0,0,0
2973,"== How do you sleep at night knowing you're such a hypocritical piece of shit == 

 And honeslty, loser, you're a wikipedia admin, how sad that someone would actually choose to do that.  Why haven't you ended your pathetic life yet?",0,0,0,0,1,0
3265,"""I have never the term until last night at a bar here in Indianapolis.  I have no idea how the subject came up, but they used the term """"Nigger Nuts"""".  I was absolutely stunned.  They did clarify it to mean Brazilian Nuts and were obviously embarrassed that they used to use the term.  Most likely they never knew the real name growing up in their households. MPA  

 """,0,0,0,0,0,1
1931,""" 
 ::shit!!! o nooooooo, the white hand of DOOOOMMMMMM!!!!! AHHHHHHHHH.......  """,0,0,1,0,0,0
2860,All suuukkks ma deeeekk,0,0,0,0,1,0
1699,"Break my fucking heart, asshole...",0,0,1,0,0,0
681,i have a boner with a huge bell on the end of it. i just came on,1,0,0,0,0,0
411,"you are a cunt 

so how about a blowjob?",1,0,0,0,0,0
2877,"I don't fucking care 

Fuck you. 78.68.210.173",0,0,0,0,1,0
3241,"Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt",0,0,0,0,0,1
2646,"Don't touch my edits, mothafucka. You're just angry cos ur poem sucks.",0,0,0,0,1,0
2185,kill ya niggas i hate fuckin black people klue kluxs klann hell yea!!!!!!!!!!!!!!!!!!,0,0,0,1,0,0
214,"== Your complaints == 

 Just die, you cunt. 
 6025",1,0,0,0,0,0
3387,___ tell david he is a gay fatass and that he eats baby dicks for breakfast. have a good day ),0,0,0,0,0,1
2265,Whoever put a notices on my page. I will kill u,0,0,0,1,0,0
1451,"Yep, just keep talking.  Go to hell.",0,0,1,0,0,0
3375,You gotta love when they send a noted racist anti-Semite to do this kinda crap.,0,0,0,0,0,1
1284,FUCKIN BITCH WHORE EAT SHIT,0,1,0,0,0,0
1939,"""

Again, I never asserted the Greaseman's death.

Since Neturalhomer chooses to edit his User Talk page to erase the past, I will post the relevant exchange here (he gave """"removing vandalism"""" as the reason for editing it out; his only tool is a hammer, perhaps, so he sees me as a nail, perhaps)

Your Lie(s) About Me

You wrote: """"Final Warning

Saying things like """"DC101 IS HIS FUCKING EMPLOYER!!!"""" and """"Don't be a douche"""" is a good way to get blocked....fast. Tone the language down...and pay attention. Greaseman ain't dead. If you continue, to add continued, now, lies to Wikipedia, I will report you to AIV and to your ISP, Verizon. Stop now, this is your final warning. - NeutralHomer • Talk """"

Yes, I did use the language (on a talk page) and if it will make the booboo feel better, I apologize. But who doesn't enjoy a nice summer's eve?

BUT, you need to STOP LYING about me. I never said the Greaseman was dead, only that his death had been reported by sources considered reliable by Wikipedia standards. A little attention to detail on your part would be much appreciated, Eve. Otherwise, perhaps it is I who shall report you. Tell you what: you admit and retract your lie and I will consider the matter closed. Fair?

Let's look at your odd writing style: """"If you continue, to add continued, now, lies to Wikipedia,"""" Just what are you going for there?

I've never put a lie on Wikipedia, contrary to your assertion. Anyone who lies about me can go screw.

Your threat to report me to my ISP (FOR WHAT, EVE?) is beyond pathetic. Two pops for yes!! Report away.

Now, the admin who blocked me said that more than one reliable source was needed on sensitive matters.  He did not research sufficiently to reach a correct conclusion.

Let's all remember, shall we, that I never said that Greaseman was dead, simply that he was REPORTED DEAD.  There's a big difference, and the fact that it was reported is not in dispute.  I NEVER SAID GREASEMAN WAS DEAD.  Yet Neutralhomer continues to assert that I did.  THAT IS A LIE.  I consider someone lying about me a personal attack, under Wikipedia guidelines.  Is this a """"separate but equal"""" or """"separate and unequal"""" system?

The admin who blocked me wants more than one source that someone said something on the radio.  Let's look at Wikipedia's entry on Cesar Romero's personal life, shall we?  There is NO source cited for his death, nor his homosexuality, yet those are all sensitive topics, are they not?  Why doesn't Neutralhomer report the author of this page for vandalism?

The fact that Neutralhomer claims that dealing with me gave him a migraine on the talk page of the admin who blocked me demonstrates that this is a personally based effort on his part.

To recap: I never lied.  I never vandalized.  That should be enough.

Now let's look at Wikipedia's reckless report of Cesar Romero's death and homosexuality, shall we?  Sensitive matters, no?

Personal life

Romero believed in liberation theology. Romero was very Christian yet still believed in a utopian society whose belief is that Christ's kingdom would be very similar to Marx's envisionment of communism, and held to this belief until his death.[1][2]

Romero always claimed his grandfather on his mother's side was Cuban poet and patriot José Martí, although his mother's parents were legally Carmen and Manuel Mantilla with José Martí as his godfather. There was some speculation that Maria was fathered by Martí who was a boarder in the Mantilla household, but he never claimed Maria as his daughter in his lifetime.

Romero was never married, despite proposing to at least one woman. Romero made regular appearances on the Hollywood social circuit, usually in the company of an attractive actress, and he was almost always described in interviews and articles as a """"confirmed bachelor."""" Romero discussed his homosexuality in a series of interviews with author Boze Hadleigh, with the understanding that they would not be published during his lifetime.

Romero wore a man's tennis bracelet inscribed with his favorite nickname: """"Butch."""" The term was reportedly bestowed on Romero by his one-time dancing partner Joan Crawford, who teased Romero by telling him: """"You're so butch!"""" While Romero's homosexuality was an """"open secret"""" in Hollywood, the movie-going public was unaware of his sexual proclivities and there was never any embarrassing scandal surrounding his male liaisons, which shows the care and finesse with which he conducted his private life for more than 60 years.

Romero was a mainstay of the Hollywood social circuit until his death in 1994. He was interred at Inglewood",0,0,1,0,0,0
1926,I generally think you can suck a bag of dicks.,0,0,1,0,0,0
1340,"== LUNA SANTIN IS A FUCKER WHO LIKES GAY NIGGERS == 

 GAY NIGGER-LOVER",0,1,0,0,0,0
1514,"Everybody hates the economy, why bitch why. I'm goin' to boston! *sex is a good thing. POOOOOOOOOOOOP. SOURCE RGMS ALEX NEWBOLD!!!",0,0,1,0,0,0
1758,you are a fucking retard,0,0,1,0,0,0
2193,Rudds a cunt i hope some terrorist kills thatr fuckin commo fuck,0,0,0,1,0,0
2827,homopaths suck dick and ike it in yhe ass,0,0,0,0,1,0
14,"Listen Brah 

You are the rudest wiki nerd in this joint. I bet you're sitting behind that computer in a chair that has the sweet impression of your ass that never moves from it. Are you wasting time till the next World of Warcraft is coming out? Does mom care that you're on here ruining lives for the rest of us fun loving wikipedia users? Did the money your grandparents sent you in a singing card by the suped up fucktarded laptop you're rocking? Here's some advice, take up Dance Dance Revolution and leave us awesome and normal people trying to make awesome Wiki pages alone. Bastard.",1,0,0,0,0,0
3366,"look here 

your a fuckin cunt you czeckoslovacian ass clown",0,0,0,0,0,1
2773,I CAN EDIT MY OWN SHIT YOU MOTHERFUCKING CUNT,0,0,0,0,1,0
2209,"Please shoot yourself

Please put yourself out of your misery. Either shoot or hang yourself you depressed freak.",0,0,0,1,0,0
2682,Quit making false accusations you lying piece of shit coward.  You have so little confidence in your opions that you find it necessary to hide behind a ludicrous pseudonym.,0,0,0,0,1,0
2713,"== union == 

 labor unions can fuck themselves. fucking liberal whore bastard fucks. ill take my fucking shotgun to thier little fucking bitch ass heads. bunch of fucks. go to fucking hell bitch unions. suck my fucking balls.",0,0,0,0,1,0
2522,"""

""""I think we should kill all the jews and homosexuals and handicaped people."""", (said Adolf Hitler).""",0,0,0,1,0,1
2916,"I say:

Shut the fuck up you tight-assed shithole!",0,0,0,0,1,0
3669,you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you fucking retardo hit I retardo,0,0,0,0,0,1
2454,"yo, as*hole 

im gonna kill you and steal ur huge monitor!",0,0,0,1,0,0
1333,fucking hardcore loser cunt suck my dick bitch,0,1,0,0,0,0
2644,"Hey you bitch 

When you deleted my page, I cried. You made an 18 year old cry.",0,0,0,0,1,0
3662,"== GAY NIGGERS IN OUTERSPACE == 

 I'm removing portions of this entry because they are offensive and unnecessary. Read the entry yourself.  

 t",0,0,0,0,0,1
2334,"Aaron Swartz 

Stop fucking reverting my goddamn edits!!! I think Aaron Swartz is a dumb-ass, and he should have been
killed a long time ago.  I know where you live; I WILL KILL YOU IF YOU REVERT ANY MORE PAGES!!!!!",0,0,0,1,0,1
1096,"""

 FUCK WIKIPEDIA 

FUCK THIS WEBSITE MAN, I TRY AND TRY TO GIVE GOOD INFORMATION TO THIS SHITTY WEBSITE, AND ALL I GET IS SHIT SAYING """"FOLLOW WIKIPEDIA GUILDLINES BLA BLA BLA BLA"""" FUCK WIKIPEDIA GUIDELINES, I DESEVERE SOME RESPECT FOR WHAT I DO, AND THIS IS A WARNING, IF I DO NOT GET AN APOLOGE IN THE NEXT 48 HOURS, THEN I'LL GET THIS FUCKING WEBSITE SHUT DOWN FOR GOOD.

SENCERILY, MY ASS""",0,1,0,0,0,0
2692,You are an old cougar! You are an old cougar!,0,0,0,0,1,0
1700,"WTF are you stupid white idiots talking about now i no that ur white becoz in my experience only white guys have little tiny dicks and trust me that dick there in the main page IS TINY! In size we must state that black men have the biggest by far compard to any race by atleast double the length width hardness and thrusting and white men (children if u ask me!) have the microscopicly tiny. seriously, i have neva had to ask 'is it in yet' with a black guy, just screeming nonstop omg but every single white guy ive ever 'had sex' with (if you can call it that, jeeeez) ive been like r u done yet im bored! BTW im a white girl and have oficialy sworn of white guys becoz once u go black u cant go back ;) I agree its not a porn site (obviously!) so hey if you want some 6 inch micropenis put in the main picture to make u white children feel better about yurselves then be my guest i get the real thang anyway every night and ull never get my hot body again white boiz ;)211.28.54.73",0,0,1,0,0,0
3675,""" 
 jews 
the only people that do conspiring is the jews, they are constantly conducting conspiracies and hide behind their shield of """"anti-semitism"""" and """"racist"""".. just letting people know
""",0,0,0,0,0,1
1044,"==YOU ARE DEVILS  MINDLESS DEVILS== 
 god burn these motherfucking asshole to death in heel please they are mindless idiots harassing everyone 
 PLEASE GOD BURN THEM IN HELL EVERYONE HATES THESE PIG FUCKIGN KNOW IT ALL ALL MAGGOTS BURN THE TO DEATH IN HELL",0,1,0,0,0,0
527,"The band cites Trivium, Metallica, System of a Down, Pantera, Machine Head, Fear Factory and Kamelot as influences. Psycho states that his favorite guitarists that influence his own style are Corey Beaulieu, Kirk Hammett, Dave Mustaine, Robb Flynn and Andy LaRocque. Also, he states that Robb Flynn, Matt Heafy and Phil Anselmo have influences his vocal style. Obie cites Oliver Palotai of Kamelot as a favorite keyboardist. As influences on his vocal style he mentions Brandon Boyd of Incubus and Roy Khan of Kamelot. Rob cites Robert Trujillo of Metallica as an influence and Cioky names John Dolmayan of SOAD as a favorite drummer. Sethgar has named Daron Malakian, also of SOAD as a favorite guitarist.
The band plays a blend of multiple genres of metal: metalcore, thrash metal, gothic metal, industrial metal and death metal, but they don't always put all the styles into a single song. They rather blend two or three of these styles into one song, making it difficult for their songs to be catalogued as a specific genre. 

Band members
 Psycho - Lead and Rythm guitars, growled vocals, rarely clean vocals 
 Obie – Keyboards, clean vocals
 Sethgar – Acoustic Guitars
 Rob – Bass 
 Cioky – Drums 

Former members
 Stinkman - Bass 
 Maq - Rythm guitar
 G-Orgy - Drums
 Legolas - Drums

Discography
 HORRORfying (2009 - single)
 Acheron (2009 - Not yet released)

 WIKIPEDIA SUCKS!! IT SHOULD BURN!!",1,0,0,0,0,0
176,? Yeah do you spit or swallow?,1,0,0,0,0,0
2512,EAT CRAP AND DIE!!!!!,0,0,0,1,0,0
2189,"You fucking chink, i hope you die of cancer like your grandmother did. fucking jack off, get the fuck off the internet.",0,0,0,1,0,0
1136,Why the fuck do you keep changing it dick,0,1,0,0,0,0
1944,"Listen up. 

OK, listen up you god damn jerk. I'm really sick and tired of your shit. I'm sick of you stalking me all over wikipedia because I'm editing a page. Just because YOU don't like the edits I make, doesn't mean you have to bully and global block me each time I make an edit OK?? I'm not hurting and offending anyone, so why treat me like a terrorist??

I've noticed I'm not the only one you bullied. You are abusing your power as a Wikipedia administrator and you are nothing but a tyrannical bully. That is NOT how you motivate people OK? And the reason you hate me so much is because I'm speaking out against your ass and you HATE IT. 

I will not let you intimidate me no longer. And you'll going to delete this and tattle on me as usual because you as a tyrant don't like the truth. But I will be back and I will continue to edit like everyone else on here.

So in closing, screw you. Piss off and eat shit.",0,0,1,0,0,0
1985,"Prepare 

you are the biggest cock sucking mother fucker on the history of the earth you can go fuck yourself, your mom, your dad and your siblings you lick jizz out of fat mens asses fuck youuuuuuuu",0,0,1,0,1,0
272,"Ok, I wont do it anymore. But I have to say, the snob factor I'm dealing with here is of a massive magnitude. I will repeat you are both dead wrong, and I hope it comes back and bites both of you on you extremely up tight asses. I'll stick to my word, while both of you will stick to your chairs by the afore mentioned tight sphincters.",1,0,0,0,0,0
3298,hahahhahha.....you guys are so gay.....man we need definitions and 2 examples!!! help!!!!!!!!,0,0,0,0,0,1
994,"Hey Jeremy! 

FUCK YOU!!! AND FUCK YOU ALAN! Good to know you mother fuckng pussies protect each other. Get a lfie with your empty threats you fucking faggot, you fucking stickingyour bare unprotected dicks within each other's assholes. FUCK YOU cocksucker!
Scratch my asshole and condensate the moisture from my dirty rectum onto the roof of your mouth then give me head.",0,1,0,0,0,0
3125,"fuck you, you slut, you deserve having a blind man chop your balls off with a chainsaw.",0,0,0,0,1,0
1278,"== Harrassment == 

 Fuck that, gimme back my post you prissy ass, dick sucking, faggot smoking, ball juggling, motherfucking cunt, I don't give a shit about your rules, unless you will get off your fat ass and come live down here, don't go saying that it is bad, or untrue, bitch I live here, and I'm damn sure you don't. Also what kind of name is Vieque, are you a guy or a girl, probably neither, just some stupid ass hermaphrodite who's too afraid to come out into the light because you know you'll just get your faggot ass laughed at for having both or neither parts. Cunt. Nipples.",0,1,0,0,0,0
535,"I know what sans means, smart arse, and no, you don't explain 'why' that word was there. What the fuck does it mean? Does it mean all the band 'but' those bracketed were apprehended, or the band were left 'sans' (which is pretty fucking archaic, by the way - pretentious some might say) those bracketed. If it's the former, then that's a crap choice of word and doesn't relate to the opening of the paragraph at all - which is about Garcia getting busted. If it's the latter, then it really makes no sense whatsoever.",1,0,0,0,0,0
1356,"Shut up you asswipe, we don't care. I'll decapitate your mother and shit down her(his?) neck. Go back to Jewland you fuck. 

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawking

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawking",0,1,0,1,0,0
